,movie_title,release_date,genre,avg_rating,prod_budget,domestic_gross,global_gross,release_month,ROI,global_gross_millions,prod_budget_millions,budget_category,rating_category,roi_category
2172,Lock Up,1989-08-04,action,6.4,24000000,22099847,22099847,Aug,-0.07917304166666667,22.1,24.0,Moderate Budget,Moderate Rating,Low ROI
707,The Abyss,1989-08-09,adventure,7.5,70000000,54243125,54243441,Aug,-0.2250937,54.24,70.0,High Budget,High Rating,Low ROI
4119,Kickboxer,1989-09-08,action,6.4,1500000,14533681,14533681,Sep,8.689120666666666,14.53,1.5,Low Budget,Moderate Rating,High ROI
2498,Sea of Love,1989-09-15,crime,6.8,19000000,58571513,110879513,Sep,4.835763842105263,110.88,19.0,Moderate Budget,Moderate Rating,High ROI
1770,Black Rain,1989-09-22,action,6.6,30000000,45892212,133892212,Sep,3.4630737333333332,133.89,30.0,Moderate Budget,Moderate Rating,High ROI
1771,Black Rain,1989-09-22,drama,7.9,30000000,45892212,133892212,Sep,3.4630737333333332,133.89,30.0,Moderate Budget,High Rating,High ROI
3582,Halloween 5: The Revenge of Michael Myers,1989-10-13,horror,4.9,6000000,11642254,11642254,Oct,0.9403756666666667,11.64,6.0,Low Budget,Low Rating,Moderate ROI
3342,Henry V,1989-11-08,biography,7.5,9000000,10161099,10176701,Nov,0.13074455555555556,10.18,9.0,Low Budget,High Rating,Low ROI
1747,Harlem Nights,1989-11-17,comedy,6.0,30000000,60857262,95857262,Nov,2.1952420666666668,95.86,30.0,Moderate Budget,Low Rating,High ROI
1311,Back to the Future Part II,1989-11-22,adventure,7.8,40000000,118450002,331971868,Nov,7.2992967,331.97,40.0,Moderate Budget,High Rating,High ROI
2559,Glory,1989-12-13,biography,7.8,18000000,26828365,26828365,Dec,0.4904647222222222,26.83,18.0,Moderate Budget,High Rating,Moderate ROI
3443,Driving Miss Daisy,1989-12-13,comedy,7.3,7500000,106593296,106593296,Dec,13.212439466666666,106.59,7.5,Low Budget,High Rating,High ROI
2440,We're No Angels,1989-12-15,comedy,6.1,20000000,10555348,10555348,Dec,-0.4722326,10.56,20.0,Moderate Budget,Moderate Rating,Low ROI
4359,Roger & Me,1989-12-20,documentary,7.5,140000,6706368,6706368,Dec,46.90262857142857,6.71,0.14,Low Budget,High Rating,High ROI
2854,Born on the Fourth of July,1989-12-20,biography,7.2,14000000,70001698,70001698,Dec,4.000121285714286,70.0,14.0,Low Budget,High Rating,High ROI
969,Tango & Cash,1989-12-22,action,6.4,55000000,63408614,63408614,Dec,0.1528838909090909,63.41,55.0,High Budget,Moderate Rating,Low ROI
3205,Tremors,1990-01-19,comedy,7.1,10000000,16667084,16667391,Jan,0.6667391,16.67,10.0,Low Budget,High Rating,Moderate ROI
1718,The Hunt for Red October,1990-03-02,action,7.5,30000000,120709866,200500000,Mar,5.683333333333334,200.5,30.0,Moderate Budget,High Rating,High ROI
2851,Pretty Woman,1990-03-23,comedy,7.1,14000000,178406268,432566361,Mar,29.897597214285714,432.57,14.0,Low Budget,High Rating,High ROI
2901,Teenage Mutant Ninja Turtles,1990-03-30,action,6.7,13500000,135265915,202000000,Mar,13.962962962962964,202.0,13.5,Low Budget,Moderate Rating,High ROI
3928,Spaced Invaders,1990-04-27,adventure,5.3,3000000,15000000,15000000,Apr,4.0,15.0,3.0,Low Budget,Low Rating,High ROI
1322,Back to the Future Part III,1990-05-24,adventure,7.4,40000000,88055283,244087259,May,5.102181475,244.09,40.0,Moderate Budget,High Rating,High ROI
761,Total Recall,1990-06-01,action,7.5,65000000,119394839,261399830,Jun,3.021535846153846,261.4,65.0,High Budget,High Rating,High ROI
1169,Dick Tracy,1990-06-15,action,6.2,47000000,103738726,162738726,Jun,2.462526085106383,162.74,47.0,High Budget,Moderate Rating,High ROI
1086,Gremlins 2: The New Batch,1990-06-15,comedy,6.4,50000000,41476097,41476097,Jun,-0.17047806,41.48,50.0,High Budget,Moderate Rating,Low ROI
837,Days of Thunder,1990-06-27,action,6.1,60000000,82670733,157670733,Jun,1.62784555,157.67,60.0,High Budget,Moderate Rating,Moderate ROI
688,Die Hard 2,1990-07-03,action,7.1,70000000,117323878,239813888,Jul,2.4259126857142856,239.81,70.0,High Budget,High Rating,High ROI
1149,The Adventures of Ford Fairlane,1990-07-11,action,6.4,49000000,20423389,20423389,Jul,-0.5831961428571428,20.42,49.0,High Budget,Moderate Rating,Low ROI
2212,Ghost,1990-07-13,drama,7.1,22000000,217631306,517599988,Jul,22.527272181818184,517.6,22.0,Moderate Budget,High Rating,High ROI
1705,Arachnophobia,1990-07-18,comedy,6.5,31000000,53208180,53208180,Jul,0.7163929032258064,53.21,31.0,Moderate Budget,Moderate Rating,Moderate ROI
4294,Metropolitan,1990-08-03,comedy,7.3,430000,2938000,2938000,Aug,5.832558139534884,2.94,0.43,Low Budget,High Rating,High ROI
3207,Mo' Better Blues,1990-08-03,drama,6.7,10000000,16153000,16153000,Aug,0.6153,16.15,10.0,Low Budget,Moderate Rating,Moderate ROI
1979,Flatliners,1990-08-10,drama,6.5,26000000,61308153,61308153,Aug,1.3580058846153846,61.31,26.0,Moderate Budget,Moderate Rating,Moderate ROI
2042,Goodfellas,1990-09-19,biography,8.7,25000000,46743809,47103483,Sep,0.88413932,47.1,25.0,Moderate Budget,High Rating,Moderate ROI
3506,Dark Angel,1990-09-28,action,6.1,7000000,4372561,4372561,Sep,-0.3753484285714286,4.37,7.0,Low Budget,Moderate Rating,Low ROI
3791,Night of the Living Dead,1990-10-19,horror,6.8,4200000,5835247,5835247,Oct,0.38934452380952383,5.84,4.2,Low Budget,Moderate Rating,Moderate ROI
2389,Quigley Down Under,1990-10-19,action,6.9,20000000,21413105,21413105,Oct,0.07065525,21.41,20.0,Moderate Budget,High Rating,Low ROI
2932,Child's Play 2,1990-11-09,horror,5.9,13000000,26904572,34166572,Nov,1.6281978461538462,34.17,13.0,Low Budget,Low Rating,Moderate ROI
2494,Dances with Wolves,1990-11-09,adventure,8.0,19000000,184208842,424208805,Nov,21.326779210526315,424.21,19.0,Moderate Budget,High Rating,High ROI
2714,Home Alone,1990-11-16,comedy,7.7,15000000,285761243,476680911,Nov,30.7787274,476.68,15.0,Low Budget,High Rating,High ROI
1588,Predator 2,1990-11-21,action,6.3,35000000,28317513,54768418,Nov,0.5648119428571429,54.77,35.0,Moderate Budget,Moderate Rating,Moderate ROI
2327,Edward Scissorhands,1990-12-07,drama,7.9,20000000,53976987,53980220,Dec,1.699011,53.98,20.0,Moderate Budget,High Rating,Moderate ROI
1880,Awakenings,1990-12-19,biography,7.8,29000000,51636504,51636504,Dec,0.7805691034482759,51.64,29.0,Moderate Budget,High Rating,Moderate ROI
1975,Kindergarten Cop,1990-12-21,action,6.2,26000000,91457688,202000000,Dec,6.769230769230769,202.0,26.0,Moderate Budget,Moderate Rating,High ROI
3425,Showdown in Little Tokyo,1991-01-01,action,6.1,8000000,2275557,2275557,Jan,-0.715555375,2.28,8.0,Low Budget,Moderate Rating,Low ROI
4284,Johnny Suede,1991-01-01,comedy,5.8,500000,55000,55000,Jan,-0.89,0.06,0.5,Low Budget,Low Rating,Low ROI
3120,Return to the Blue Lagoon,1991-01-01,adventure,5.1,11000000,2000000,2000000,Jan,-0.8181818181818182,2.0,11.0,Low Budget,Low Rating,Low ROI
2865,White Fang,1991-01-18,adventure,6.7,14000000,34729091,34729091,Jan,1.4806493571428572,34.73,14.0,Low Budget,Moderate Rating,Moderate ROI
1615,Flight of the Intruder,1991-01-18,action,5.7,35000000,14471440,14471440,Jan,-0.5865302857142857,14.47,35.0,Moderate Budget,Low Rating,Low ROI
2298,The Silence of the Lambs,1991-02-14,crime,8.6,20000000,130726716,275726716,Feb,12.7863358,275.73,20.0,Moderate Budget,High Rating,High ROI
1381,The Doors,1991-03-01,biography,7.2,40000000,34416893,34469241,Mar,-0.138268975,34.47,40.0,Moderate Budget,High Rating,Low ROI
2120,Stone Cold,1991-05-17,action,6.0,25000000,9286314,9286314,May,-0.62854744,9.29,25.0,Moderate Budget,Low Rating,Low ROI
795,Hudson Hawk,1991-05-24,action,5.7,65000000,17218916,17218916,May,-0.7350936,17.22,65.0,High Budget,Low Rating,Low ROI
1033,Robin Hood: Prince of Thieves,1991-06-14,action,6.9,50000000,165493908,390500000,Jun,6.81,390.5,50.0,High Budget,High Rating,High ROI
361,Terminator 2: Judgment Day,1991-07-02,action,8.6,100000000,203464105,515376182,Jul,4.15376182,515.38,100.0,High Budget,High Rating,High ROI
3528,Boyz n the Hood,1991-07-12,crime,7.8,6500000,56190094,56215095,Jul,7.648476153846154,56.22,6.5,Low Budget,High Rating,High ROI
2160,Point Break,1991-07-12,action,7.2,24000000,43218387,83531958,Jul,2.48049825,83.53,24.0,Moderate Budget,High Rating,High ROI
2350,Bill & Ted's Bogus Journey,1991-07-19,adventure,6.3,20000000,37537675,37540012,Jul,0.8770006,37.54,20.0,Moderate Budget,Moderate Rating,Moderate ROI
2675,Double Impact,1991-08-09,action,5.6,16000000,29090445,29090445,Aug,0.8181528125,29.09,16.0,Moderate Budget,Low Rating,Moderate ROI
2203,Harley Davidson and the Marlboro Man,1991-08-23,action,6.1,23000000,7018525,7018525,Aug,-0.6948467391304348,7.02,23.0,Moderate Budget,Moderate Rating,Low ROI
3609,Beastmaster 2: Through the Portal of Time,1991-08-30,action,4.1,6000000,773490,773490,Aug,-0.871085,0.77,6.0,Low Budget,Low Rating,Low ROI
2161,The Fisher King,1991-09-20,comedy,7.5,24000000,41798224,41798224,Sep,0.7415926666666667,41.8,24.0,Moderate Budget,High Rating,Moderate ROI
4011,My Own Private Idaho,1991-09-29,drama,7.0,2500000,6401336,6402775,Sep,1.56111,6.4,2.5,Low Budget,High Rating,Moderate ROI
3682,House Party 2,1991-10-23,comedy,5.3,5000000,19438638,19438638,Oct,2.8877276,19.44,5.0,Low Budget,Low Rating,High ROI
2289,Beauty and the Beast,1991-11-13,animation,8.0,20000000,206333165,438656843,Nov,20.93284215,438.66,20.0,Moderate Budget,High Rating,High ROI
1539,Cape Fear,1991-11-15,crime,7.3,35000000,79091969,182291969,Nov,4.208341971428571,182.29,35.0,Moderate Budget,High Rating,High ROI
1722,The Addams Family,1991-11-22,comedy,6.9,30000000,113502246,191502243,Nov,5.3834081,191.5,30.0,Moderate Budget,High Rating,High ROI
2654,My Girl,1991-11-27,comedy,6.9,16500000,58011485,58011485,Nov,2.515847575757576,58.01,16.5,Moderate Budget,High Rating,High ROI
1950,Star Trek VI: The Undiscovered Country,1991-12-06,action,7.2,27000000,74888996,96900000,Dec,2.588888888888889,96.9,27.0,Moderate Budget,High Rating,High ROI
687,Hook,1991-12-11,adventure,6.8,70000000,119654823,300854823,Dec,3.2979260428571426,300.85,70.0,High Budget,Moderate Rating,High ROI
1336,JFK,1991-12-20,drama,8.0,40000000,70405498,205400000,Dec,4.135,205.4,40.0,Moderate Budget,High Rating,High ROI
1735,The Prince of Tides,1991-12-25,drama,6.8,30000000,74787599,74787599,Dec,1.4929199666666666,74.79,30.0,Moderate Budget,Moderate Rating,Moderate ROI
3087,Fried Green Tomatoes,1991-12-27,drama,7.7,11000000,81204830,81204830,Dec,6.382257272727273,81.2,11.0,Low Budget,High Rating,High ROI
1367,Medicine Man,1992-02-07,adventure,6.0,40000000,44948240,44948240,Feb,0.123706,44.95,40.0,Moderate Budget,Low Rating,Low ROI
2299,Wayne's World,1992-02-14,comedy,7.0,20000000,121697323,183097323,Feb,8.15486615,183.1,20.0,Moderate Budget,High Rating,High ROI
1638,Radio Flyer,1992-02-21,drama,6.9,35000000,4651977,4651977,Feb,-0.8670863714285715,4.65,35.0,Moderate Budget,High Rating,Low ROI
1428,Memoirs of an Invisible Man,1992-02-28,comedy,6.0,40000000,14358033,14358033,Feb,-0.641049175,14.36,40.0,Moderate Budget,Low Rating,Low ROI
3170,The Lawnmower Man,1992-03-06,horror,5.4,10000000,32100816,32100816,Mar,2.2100816,32.1,10.0,Low Budget,Low Rating,High ROI
3088,My Cousin Vinny,1992-03-13,comedy,7.6,11000000,52929168,52929168,Mar,3.8117425454545453,52.93,11.0,Low Budget,High Rating,High ROI
3399,Howards End,1992-03-13,drama,7.4,8000000,26124872,26342441,Mar,2.292805125,26.34,8.0,Low Budget,High Rating,High ROI
3405,The Player,1992-04-10,comedy,7.5,8000000,21706101,28876702,Apr,2.60958775,28.88,8.0,Low Budget,High Rating,High ROI
3740,A Midnight Clear,1992-04-24,drama,7.1,5000000,1526697,1526697,Apr,-0.6946606,1.53,5.0,Low Budget,High Rating,Low ROI
3504,Split Second,1992-05-01,action,6.0,7000000,5430822,5430822,May,-0.2241682857142857,5.43,7.0,Low Budget,Low Rating,Low ROI
1529,Lethal Weapon 3,1992-05-15,action,6.7,35000000,144731527,319700000,May,8.134285714285713,319.7,35.0,Moderate Budget,Moderate Rating,High ROI
1197,Patriot Games,1992-06-05,action,6.8,45000000,83287363,178100000,Jun,2.957777777777778,178.1,45.0,High Budget,Moderate Rating,High ROI
536,Batman Returns,1992-06-18,action,7.1,80000000,162833635,266824291,Jun,2.3353036375,266.82,80.0,High Budget,High Rating,High ROI
1314,A League of Their Own,1992-07-01,comedy,7.3,40000000,107533925,132440066,Jul,2.31100165,132.44,40.0,Moderate Budget,High Rating,High ROI
1278,Boomerang,1992-07-01,comedy,5.6,42000000,70052444,131052444,Jul,2.1202962857142857,131.05,42.0,High Budget,Low Rating,High ROI
970,Death Becomes Her,1992-07-31,comedy,6.6,55000000,58422650,149022650,Jul,1.7095027272727272,149.02,55.0,High Budget,Moderate Rating,Moderate ROI
3491,Buffy the Vampire Slayer,1992-07-31,action,5.6,7000000,14231669,14231669,Jul,1.0330955714285714,14.23,7.0,Low Budget,Low Rating,Moderate ROI
2850,Unforgiven,1992-08-07,drama,8.2,14400000,101157447,159157447,Aug,10.05260048611111,159.16,14.4,Low Budget,High Rating,High ROI
3102,Raising Cain,1992-08-07,crime,6.0,11000000,21171695,21171695,Aug,0.9246995454545455,21.17,11.0,Low Budget,Low Rating,Moderate ROI
3742,Light Sleeper,1992-09-21,crime,6.8,5000000,1050861,1050861,Sep,-0.7898278,1.05,5.0,Low Budget,Moderate Rating,Low ROI
1329,The Last of the Mohicans,1992-09-25,action,7.7,40000000,75505856,75505856,Sep,0.8876464,75.51,40.0,Moderate Budget,High Rating,Moderate ROI
2973,Glengarry Glen Ross,1992-09-30,crime,7.7,12500000,10725228,10725650,Sep,-0.141948,10.73,12.5,Low Budget,High Rating,Low ROI
1292,Hero,1992-10-02,comedy,6.5,42000000,19487173,66787173,Oct,0.5901707857142857,66.79,42.0,High Budget,Moderate Rating,Moderate ROI
3151,The Mighty Ducks,1992-10-02,comedy,6.5,10000000,50752337,50752337,Oct,4.0752337,50.75,10.0,Low Budget,Moderate Rating,High ROI
4162,Reservoir Dogs,1992-10-09,crime,8.3,1200000,2832029,2990680,Oct,1.4922333333333333,2.99,1.2,Low Budget,High Rating,Moderate ROI
1895,Aladdin,1992-11-11,adventure,8.0,28000000,217350219,504050219,Nov,17.001793535714285,504.05,28.0,Moderate Budget,High Rating,High ROI
1558,Malcolm X,1992-11-18,biography,7.7,35000000,48169910,48169910,Nov,0.37628314285714287,48.17,35.0,Moderate Budget,High Rating,Moderate ROI
2291,Home Alone 2: Lost in New York,1992-11-20,adventure,6.8,20000000,173585516,358994850,Nov,16.9497425,358.99,20.0,Moderate Budget,Moderate Rating,High ROI
3794,The Crying Game,1992-11-25,crime,7.2,4000000,62546695,62546695,Nov,14.63667375,62.55,4.0,Low Budget,High Rating,High ROI
2015,The Bodyguard,1992-11-25,action,6.3,25000000,122006740,411006740,Nov,15.4402696,411.01,25.0,Moderate Budget,Moderate Rating,High ROI
3018,The Muppet Christmas Carol,1992-12-11,comedy,7.7,12000000,27379507,31724550,Dec,1.6437125,31.72,12.0,Low Budget,High Rating,Moderate ROI
1654,A Few Good Men,1992-12-11,drama,7.7,33000000,141340178,236500000,Dec,6.166666666666667,236.5,33.0,Moderate Budget,High Rating,High ROI
1598,Hoffa,1992-12-25,biography,6.6,35000000,23365858,28391473,Dec,-0.18881505714285715,28.39,35.0,Moderate Budget,Moderate Rating,Low ROI
2518,The Nutcracker,1993-01-01,family,5.8,19000000,2119994,2119994,Jan,-0.8884213684210527,2.12,19.0,Moderate Budget,Low Rating,Low ROI
3599,Only the Strong,1993-01-01,action,6.5,6000000,3273588,3273588,Jan,-0.454402,3.27,6.0,Low Budget,Moderate Rating,Low ROI
1683,Alive,1993-01-15,biography,7.1,32000000,36299670,36299670,Jan,0.1343646875,36.3,32.0,Moderate Budget,High Rating,Low ROI
2783,Nowhere to Run,1993-01-15,action,5.7,15000000,22189039,52189039,Jan,2.4792692666666665,52.19,15.0,Low Budget,Low Rating,High ROI
2929,Loaded Weapon 1,1993-02-05,action,6.2,13000000,27979399,27979399,Feb,1.1522614615384614,27.98,13.0,Low Budget,Moderate Rating,Moderate ROI
1767,Sommersby,1993-02-05,drama,6.2,30000000,50081992,140081992,Feb,3.6693997333333335,140.08,30.0,Moderate Budget,Moderate Rating,High ROI
2848,Groundhog Day,1993-02-12,comedy,8.1,14600000,71097843,71112677,Feb,3.870731301369863,71.11,14.6,Low Budget,High Rating,High ROI
2268,Teenage Mutant Ninja Turtles III,1993-03-19,action,4.8,21000000,42273609,42273609,Mar,1.013029,42.27,21.0,Moderate Budget,Low Rating,Moderate ROI
3533,The Adventures of Huck Finn,1993-04-02,adventure,6.2,6500000,24103594,24103594,Apr,2.7082452307692306,24.1,6.5,Low Budget,Moderate Rating,High ROI
2816,The Dark Half,1993-04-23,horror,6.0,15000000,9579068,9579068,Apr,-0.36139546666666666,9.58,15.0,Low Budget,Low Rating,Low ROI
3404,Much Ado About Nothing,1993-05-07,comedy,7.3,8000000,22549338,22549338,May,1.81866725,22.55,8.0,Low Budget,High Rating,Moderate ROI
2956,Excessive Force,1993-05-14,action,5.3,13000000,1152117,1152117,May,-0.9113756153846154,1.15,13.0,Low Budget,Low Rating,Low ROI
3869,Menace II Society,1993-05-26,crime,7.5,3500000,27731527,27731527,May,6.923293428571428,27.73,3.5,Low Budget,High Rating,High ROI
1291,Super Mario Bros.,1993-05-28,adventure,4.1,42000000,20844907,20844907,May,-0.5036926904761905,20.84,42.0,High Budget,Low Rating,Low ROI
769,Cliffhanger,1993-05-28,action,6.5,65000000,84049211,255000000,May,2.923076923076923,255.0,65.0,High Budget,Moderate Rating,High ROI
804,Jurassic Park,1993-06-11,action,8.2,63000000,402523348,1045573035,Jun,15.59639738095238,1045.57,63.0,High Budget,High Rating,High ROI
508,Last Action Hero,1993-06-18,action,6.4,85000000,50016394,137298489,Jun,0.6152763411764706,137.3,85.0,High Budget,Moderate Rating,Moderate ROI
1272,The Firm,1993-06-30,drama,6.8,42000000,158340892,270340892,Jun,5.4366879047619046,270.34,42.0,High Budget,Moderate Rating,High ROI
1920,Hocus Pocus,1993-07-16,comedy,6.9,28000000,44101060,45147989,Jul,0.6124281785714286,45.15,28.0,Moderate Budget,High Rating,Moderate ROI
2313,Free Willy,1993-07-16,adventure,6.0,20000000,77698625,153698625,Jul,6.68493125,153.7,20.0,Moderate Budget,Low Rating,High ROI
3470,The Piano,1993-07-22,drama,7.5,7000000,40157856,40207064,Jul,4.743866285714286,40.21,7.0,Low Budget,High Rating,High ROI
2869,Poetic Justice,1993-07-23,drama,6.1,14000000,27450453,27450453,Jul,0.9607466428571428,27.45,14.0,Low Budget,Moderate Rating,Moderate ROI
1258,The Fugitive,1993-08-06,action,7.8,44000000,183875760,353715317,Aug,7.038984477272727,353.72,44.0,High Budget,High Rating,High ROI
3927,Jason Goes to Hell: The Final Friday,1993-08-13,fantasy,4.1,3000000,15935068,15935068,Aug,4.311689333333334,15.94,3.0,Low Budget,Low Rating,High ROI
2971,True Romance,1993-09-10,crime,7.9,12500000,12281000,12643293,Sep,0.01146344,12.64,12.5,Low Budget,High Rating,Low ROI
1648,The Age of Innocence,1993-09-17,drama,7.2,34000000,32014993,32014993,Sep,-0.05838255882352941,32.01,34.0,Moderate Budget,High Rating,Low ROI
3524,Dazed and Confused,1993-09-24,comedy,7.6,6900000,7961889,7961889,Sep,0.15389695652173913,7.96,6.9,Low Budget,High Rating,Low ROI
3958,Warlock: The Armageddon,1993-09-24,action,5.4,3000000,3902679,3902679,Sep,0.300893,3.9,3.0,Low Budget,Low Rating,Moderate ROI
2855,Cool Runnings,1993-10-01,adventure,7.0,14000000,68856263,155008909,Oct,10.072064928571429,155.01,14.0,Low Budget,High Rating,High ROI
4239,Ruby in Paradise,1993-10-01,drama,6.9,800000,1001437,1001437,Oct,0.25179625,1.0,0.8,Low Budget,High Rating,Moderate ROI
2114,Gettysburg,1993-10-08,drama,7.6,25000000,10731997,10731997,Oct,-0.57072012,10.73,25.0,Moderate Budget,High Rating,Low ROI
3023,Rudy,1993-10-13,biography,7.5,12000000,22750363,22750363,Oct,0.8958635833333334,22.75,12.0,Low Budget,High Rating,Moderate ROI
2048,The Beverly Hillbillies,1993-10-15,comedy,5.0,25000000,42222647,55598481,Oct,1.22393924,55.6,25.0,Moderate Budget,Low Rating,Moderate ROI
2782,The Remains of the Day,1993-11-05,drama,7.8,15000000,22954968,63954968,Nov,3.2636645333333334,63.95,15.0,Low Budget,High Rating,High ROI
2251,RoboCop 3,1993-11-05,action,4.1,22000000,10696210,10696210,Nov,-0.5138086363636364,10.7,22.0,Moderate Budget,Low Rating,Low ROI
1172,Addams Family Values,1993-11-19,comedy,6.8,47000000,46293855,46293855,Nov,-0.01502436170212766,46.29,47.0,High Budget,Moderate Rating,Low ROI
2008,Mrs. Doubtfire,1993-11-24,comedy,7.1,25000000,219195051,441286003,Nov,16.65144012,441.29,25.0,Moderate Budget,High Rating,High ROI
1192,The Pelican Brief,1993-12-17,crime,6.6,45000000,100768056,187995859,Dec,3.1776857555555558,188.0,45.0,High Budget,Moderate Rating,High ROI
1977,Philadelphia,1993-12-22,drama,7.7,26000000,77324422,201324422,Dec,6.743247,201.32,26.0,Moderate Budget,High Rating,High ROI
3111,What's Eating Gilbert Grape,1993-12-25,drama,7.7,11000000,9170214,9170214,Dec,-0.1663441818181818,9.17,11.0,Low Budget,High Rating,Low ROI
2033,Tombstone,1993-12-25,biography,7.8,25000000,56505065,56505065,Dec,1.2602026,56.51,25.0,Moderate Budget,High Rating,Moderate ROI
2233,Shadowlands,1993-12-29,biography,7.4,22000000,25842377,25842377,Dec,0.1746535,25.84,22.0,Moderate Budget,High Rating,Low ROI
2992,Ace Ventura: Pet Detective,1994-02-04,comedy,6.9,12000000,72217396,107217396,Feb,7.934783,107.22,12.0,Low Budget,High Rating,High ROI
1090,On Deadly Ground,1994-02-18,action,4.6,50000000,38590458,38590458,Feb,-0.22819084,38.59,50.0,High Budget,Low Rating,Low ROI
3770,Four Weddings and a Funeral,1994-03-09,comedy,7.1,4500000,52700832,242895809,Mar,52.97684644444445,242.9,4.5,Low Budget,High Rating,High ROI
1449,The Hudsucker Proxy,1994-03-11,comedy,7.2,40000000,2816518,14938149,Mar,-0.626546275,14.94,40.0,Moderate Budget,High Rating,Low ROI
1764,Naked Gun 33 1/3: The Final Insult,1994-03-18,comedy,6.5,30000000,51041856,51041856,Mar,0.7013952,51.04,30.0,Moderate Budget,Moderate Rating,Moderate ROI
2947,Serial Mom,1994-04-13,comedy,6.8,13000000,7881335,7881335,Apr,-0.3937434615384615,7.88,13.0,Low Budget,Moderate Rating,Low ROI
3416,The Inkwell,1994-04-22,comedy,6.3,8000000,8864699,8864699,Apr,0.108087375,8.86,8.0,Low Budget,Moderate Rating,Low ROI
3349,PCU,1994-04-29,comedy,6.5,9000000,4333569,4333569,Apr,-0.5184923333333333,4.33,9.0,Low Budget,Moderate Rating,Low ROI
2435,3 Ninjas Kick Back,1994-05-06,action,4.5,20000000,11744960,11744960,May,-0.412752,11.74,20.0,Moderate Budget,Low Rating,Low ROI
2881,Crooklyn,1994-05-13,comedy,7.0,14000000,13024170,13024170,May,-0.06970214285714285,13.02,14.0,Low Budget,High Rating,Low ROI
1085,Beverly Hills Cop III,1994-05-25,action,5.5,50000000,42586861,119180938,May,1.38361876,119.18,50.0,High Budget,Low Rating,Moderate ROI
1187,The Flintstones,1994-05-27,comedy,5.0,45000000,130531208,358500000,May,6.966666666666667,358.5,45.0,High Budget,Low Rating,High ROI
